stage,case_id,attempt_id,kind,method,family,context,pair,payload,nll,body_nll,token_count,byte_count,format,kem
6,control-F-c0-n32-r0-B,4227c6b9-a4d4-4e33-85b7-959e1e5033b4,control,F,B,0,c0-n32-r0,,0.9412524021751995,0.8376735356192281,200,1099,True,True
6,control-F-c0-n32-r0-C,82d457a6-56fe-4778-ab5e-cd52266c2f70,control,F,C,0,c0-n32-r0,,5.894586754354736,5.5672006187918255,200,542,True,True
6,control-F-c0-n32-r1-A,63489584-b91b-4ea5-91d9-3cd29b87dc95,control,F,A,0,c0-n32-r1,,1.7722969772296444,1.9109406526993662,200,875,False,
6,control-F-c0-n32-r1-B,1b6ad7f1-0b1c-4ce1-8acc-160a3f27f988,control,F,B,0,c0-n32-r1,,1.2047604654594388,1.2975278379187838,200,981,True,True
6,control-F-c0-n32-r1-C,b76f80e1-5fd5-4462-a911-79026b779275,control,F,C,0,c0-n32-r1,,5.934821225609477,5.901052840070223,200,918,True,True
6,control-L-c0-n32-r1-A,8eed31c6-322c-425e-ab45-d3186709411d,control,L,A,0,c0-n32-r1,,1.4317539312582368,1.5989339624072565,208,1070,False,
6,control-L-c0-n32-r1-B,6bd4aaee-1094-4d28-ae0d-03f430f4493f,control,L,B,0,c0-n32-r1,,1.267173769250421,1.3794011459514643,208,1110,False,
6,control-L-c0-n32-r1-C,80b485aa-ef9e-41c7-8311-569859faa627,control,L,C,0,c0-n32-r1,,5.666437387509613,5.380291609448965,208,1005,False,
6,control-F-c0-n128-r0-A,32f83443-65a9-4179-ab8f-20da819f7a4f,control,F,A,0,c0-n128-r0,,1.419927884875322,1.341269163494474,392,2132,False,
6,control-F-c0-n128-r0-B,88593507-d9b1-487a-b407-12d627107f27,control,F,B,0,c0-n128-r0,,0.6488825022608933,0.5573323578821519,392,1935,True,True
6,control-F-c0-n128-r0-C,33af2de8-b5d7-43d0-9dd7-4a1b402a329a,control,F,C,0,c0-n128-r0,,5.68674865880334,5.616631388571337,392,1835,True,False
6,control-L-c0-n128-r0-A,fa715004-269a-4075-ba2a-0c22c7cad209,control,L,A,0,c0-n128-r0,,1.5541910422590002,1.4283758741291597,400,2228,False,
6,control-L-c0-n128-r0-B,78c77e0e-ba79-4ff6-9916-8ac61cc6140e,control,L,B,0,c0-n128-r0,,0.40875476953559603,0.2480076395193333,400,2135,False,
6,control-L-c0-n128-r0-C,f726edad-adf9-419b-995d-7deff89b33df,control,L,C,0,c0-n128-r0,,6.086080664443648,6.086889152281834,400,1817,False,
6,control-L-c0-n128-r1-A,1519b0d9-c6c1-494b-8d59-dfa4f59c9a7c,control,L,A,0,c0-n128-r1,,1.5394287688550683,1.5719590142616184,400,2117,False,
6,control-L-c0-n128-r1-B,da15aeb2-6562-40f3-874e-04ad39008297,control,L,B,0,c0-n128-r1,,1.075884823750676,1.0920273266997371,400,1947,False,
6,control-L-c0-n128-r1-C,91c4440c-b8b9-4a5f-b6de-1a8d09c5532e,control,L,C,0,c0-n128-r1,,5.596012590688272,5.485695610670303,400,1740,False,
6,control-F-c0-n128-r1-A,e9be092b-d35f-4376-9a4e-35fd9069aa6f,control,F,A,0,c0-n128-r1,,2.2990564773330346,2.461788283880322,392,1875,False,
6,control-F-c0-n128-r1-B,66e82349-72ee-4467-8e4c-08c7d571675f,control,F,B,0,c0-n128-r1,,0.6082743922790078,0.48193467975309373,392,2014,True,True
6,control-F-c0-n128-r1-C,d33fb267-2113-436d-b424-f7206d31da09,control,F,C,0,c0-n128-r1,,5.4574698809847435,5.283561063646184,392,1627,True,True
6,control-F-c1-n32-r0-A,f62dbea7-414e-4d4a-b528-6ecfc2acb09c,control,F,A,1,c1-n32-r0,,0.9762112292166819,0.6237938969596502,200,1033,False,
6,control-F-c1-n32-r0-B,eb35c450-de47-4a8a-be23-1f328537b5e1,control,F,B,1,c1-n32-r0,,0.6873728352036056,0.6174252199541138,200,962,True,True
6,control-F-c1-n32-r0-C,318c4135-0de6-4158-8f52-2a61baaef5fc,control,F,C,1,c1-n32-r0,,6.53374163122108,6.135867167873924,200,1003,True,True
6,control-L-c1-n32-r0-A,a48b5c11-b954-45fa-858a-4cf0b5427bf4,control,L,A,1,c1-n32-r0,,1.136793119594609,0.8381501985341965,208,1130,False,
6,control-L-c1-n32-r0-B,b9b3729b-8d55-4e29-bf08-bfb01dd55deb,control,L,B,1,c1-n32-r0,,1.2407351598778467,1.1515794216410085,208,933,False,
6,control-L-c1-n32-r0-C,d9328df8-0d1e-4cf3-94fa-e312c7bcb55a,control,L,C,1,c1-n32-r0,,5.717725074226777,5.595621489785232,208,911,False,
6,control-L-c1-n32-r1-A,2aaa29f8-f9c5-4477-8122-635f1d19ad2e,control,L,A,1,c1-n32-r1,,1.5182314835362345,1.3641722104710563,208,941,False,
6,control-L-c1-n32-r1-B,04591a50-287a-4591-8d8f-58bc10174d10,control,L,B,1,c1-n32-r1,,0.8994845628966259,0.7011694975414655,208,926,False,
6,control-L-c1-n32-r1-C,46bda95d-047a-4c7a-a616-fc89fa748ff1,control,L,C,1,c1-n32-r1,,6.104222712012772,5.69791494426115,208,866,False,
6,control-F-c1-n32-r1-A,2f2cfc7d-4958-4b5e-84d4-3397a2e73f87,control,F,A,1,c1-n32-r1,,1.0244833788877485,0.8665464457630225,200,869,False,
6,control-F-c1-n32-r1-B,c14ac11a-4b1d-4eea-a2a2-f460d8cf3d38,control,F,B,1,c1-n32-r1,,0.6807883763861678,0.6474978283403994,200,885,True,True
6,control-F-c1-n32-r1-C,46bb367e-9c99-41b3-9426-6cba958165a5,control,F,C,1,c1-n32-r1,,6.163659632953231,5.879762980301222,200,971,True,True
6,control-L-c1-n128-r0-A,4dc753a4-4d78-4d10-a92b-2691a769a774,control,L,A,1,c1-n128-r0,,1.1337121912654817,0.9130110163270365,400,1926,False,
6,control-L-c1-n128-r0-B,67feaa42-cf3e-4098-a9bc-38f8e8985168,control,L,B,1,c1-n128-r0,,0.9112525765460786,0.8705353997136128,400,2020,False,
6,control-L-c1-n128-r0-C,eb4730c2-9e88-45cc-ade6-31bcd9489596,control,L,C,1,c1-n128-r0,,5.871933423635388,5.681481261864127,400,2003,False,
6,control-F-c1-n128-r0-A,d702976b-eb2f-4344-8a82-e0726abc1b42,control,F,A,1,c1-n128-r0,,0.8329544814816547,0.69637833692757,392,2062,False,
6,control-F-c1-n128-r0-B,52af6a7d-5e81-4a4d-ac4d-7be096ed6df1,control,F,B,1,c1-n128-r0,,0.8439498537060525,0.7331308190522744,392,1753,True,True
6,control-F-c1-n128-r0-C,16b2f35d-5731-4a81-93a8-264d87226728,control,F,C,1,c1-n128-r0,,5.7690781433273814,5.616874956619311,392,1921,True,False
6,control-F-c1-n128-r1-A,e12f6ebf-301b-403a-a314-0d5ae31e337d,control,F,A,1,c1-n128-r1,,1.175179530017867,1.1956328129484821,392,1992,False,
6,control-F-c1-n128-r1-B,26aae193-26e3-4a6d-9c40-1f6cb35ea710,control,F,B,1,c1-n128-r1,,0.9380615508750547,0.8346236139691039,392,1867,True,True
6,control-F-c1-n128-r1-C,6138e5f9-889c-4e8c-bebd-455cae86593a,control,F,C,1,c1-n128-r1,,5.706443021991238,5.422510900416098,392,1473,True,True
6,control-L-c1-n128-r1-A,8976c8d7-6ed2-47de-ae24-6e1a0cc7db8e,control,L,A,1,c1-n128-r1,,1.5883130641901075,1.5032025228628418,400,1886,False,
6,control-L-c1-n128-r1-B,3633278e-e767-4c25-aa4c-15092c0f3018,control,L,B,1,c1-n128-r1,,0.6033340575148196,0.5141542342239139,400,1824,False,
6,control-L-c1-n128-r1-C,b6782a3e-8dd6-4170-954b-96a6e269dc66,control,L,C,1,c1-n128-r1,,5.991058246793435,5.880521872581288,400,1904,False,
6,control-L-c2-n32-r0-A,9237cea7-15d9-493f-9153-b1183545471a,control,L,A,2,c2-n32-r0,,1.7053735700231256,1.3777332518117589,208,955,False,
6,control-L-c2-n32-r0-B,074e81ac-2b93-4653-8774-1f1c6d6548a6,control,L,B,2,c2-n32-r0,,1.0873948694484783,1.0616080193074307,208,1189,False,
6,control-L-c2-n32-r0-C,f3a4ca42-4d9b-452b-af49-9543fb802185,control,L,C,2,c2-n32-r0,,5.713122015696585,5.499425812814166,208,650,False,
6,control-F-c2-n32-r0-A,0409763b-545e-4861-8748-12d3c3a5b17d,control,F,A,2,c2-n32-r0,,1.4020238502758875,1.3327923786735782,200,1096,False,
6,control-F-c2-n32-r0-B,ba342957-dca3-409b-81c1-35fa039af7dd,control,F,B,2,c2-n32-r0,,0.8944278024683905,0.8618436281005509,200,946,True,True
6,control-F-c2-n32-r0-C,4fd11675-5272-47c8-ac3b-f57029e38920,control,F,C,2,c2-n32-r0,,5.960869418730782,5.720955606462148,200,919,True,False
6,control-F-c2-n32-r1-A,a23f0226-cf65-441a-8228-b7c6bfd5c7f7,control,F,A,2,c2-n32-r1,,1.5337601711946847,1.4929920464950328,200,952,False,
6,control-F-c2-n32-r1-B,777332a2-b113-4a99-a103-df2a91ca1111,control,F,B,2,c2-n32-r1,,1.4026130505850174,1.1839576164922345,200,865,True,True
6,control-F-c2-n32-r1-C,971dd77c-2a81-45a6-9958-5f3958827870,control,F,C,2,c2-n32-r1,,5.847044669674687,5.578719816635031,200,950,True,True
6,control-L-c2-n32-r1-A,2992d5c0-2685-437e-ba46-183bb2c0e95e,control,L,A,2,c2-n32-r1,,1.0617244606166591,0.8546436990898099,208,904,False,
6,control-L-c2-n32-r1-B,cfb35039-de7e-48b0-b779-3c57af15ffd4,control,L,B,2,c2-n32-r1,,1.8610581689027437,1.726085333089257,208,941,False,
6,control-L-c2-n32-r1-C,70ed1c79-4ef6-428f-b315-9a0147a1f599,control,L,C,2,c2-n32-r1,,6.354983902085275,6.05681736355231,208,592,False,
6,control-F-c2-n128-r0-A,1190847a-ffd1-4ec5-9619-aa45e2a764a1,control,F,A,2,c2-n128-r0,,1.291041301691443,1.0196783537006406,392,2071,False,
6,control-F-c2-n128-r0-B,aa792367-3475-4a42-8eb1-fefb9952eb70,control,F,B,2,c2-n128-r0,,0.989588602672894,0.9557679975315381,392,2025,True,True
6,control-F-c2-n128-r0-C,858eb401-c52f-4b21-bb11-5e5bd16effff,control,F,C,2,c2-n128-r0,,5.533595145173982,5.489478748698949,392,2016,True,True
6,control-L-c2-n128-r0-A,c62f0d44-1ad1-4669-b88e-16be255ffc2e,control,L,A,2,c2-n128-r0,,1.0619054201034757,0.9993358829707262,400,2102,False,
6,control-L-c2-n128-r0-B,19390fda-0c6a-42bc-8d03-350f40c204c2,control,L,B,2,c2-n128-r0,,1.179734151216866,1.0888340598826567,400,2121,False,
6,control-L-c2-n128-r0-C,18cfed42-ecaa-40ad-a6d8-38fd1ca1ef92,control,L,C,2,c2-n128-r0,,5.830116263403134,5.728494486504405,400,1887,False,
6,control-L-c2-n128-r1-A,2acc88a9-344c-4840-8a91-a46c4606cc86,control,L,A,2,c2-n128-r1,,1.0374037587335017,0.942043731623025,400,1887,False,
6,control-L-c2-n128-r1-B,3c207e4b-ad87-499c-8b6b-711544d7163b,control,L,B,2,c2-n128-r1,,1.3094556890913622,1.2189709189220181,400,1832,False,
6,control-L-c2-n128-r1-C,043c401f-96f1-4132-93bd-b150e3646c77,control,L,C,2,c2-n128-r1,,5.7729974898390015,5.620281108982433,400,1327,False,
6,control-F-c2-n128-r1-A,379fbdc5-473e-481c-b6da-c4192cc619a7,control,F,A,2,c2-n128-r1,,1.3780384641952292,1.3071476224801772,392,1945,False,
6,control-F-c2-n128-r1-B,aa04feae-4c16-4ad4-9b05-0b31930b8ac3,control,F,B,2,c2-n128-r1,,0.8734388384725909,0.86791322192682,392,2188,True,True
6,control-F-c2-n128-r1-C,63286ba3-b3da-4838-9f3e-c26c57e0301b,control,F,C,2,c2-n128-r1,,5.876995530533152,5.801466965045135,392,1431,True,False
6,control-F-c3-n32-r0-A,1409155d-1350-469b-a1e2-b05887b1a926,control,F,A,3,c3-n32-r0,,3.1889794210075646,3.5207690026801743,200,913,False,
6,control-F-c3-n32-r0-B,b77471a2-4cf3-4020-b5f3-4fb6bb9cf9dc,control,F,B,3,c3-n32-r0,,1.4142891079822013,1.422407291076745,200,902,True,True
6,control-F-c3-n32-r0-C,dcf34e6a-0753-4ce2-a6f3-623a487dfd40,control,F,C,3,c3-n32-r0,,6.042967356427238,5.7681169373442955,200,630,True,False
6,control-L-c3-n32-r0-A,b510781b-c3bd-47ff-9cc5-8b782e80651e,control,L,A,3,c3-n32-r0,,1.5928998046245275,1.3839033919877592,208,986,False,
6,control-L-c3-n32-r0-B,bfb51cfb-2075-4b11-8cf2-a5c54831b057,control,L,B,3,c3-n32-r0,,1.2791275594084914,1.1556649666394978,208,1024,False,
6,control-L-c3-n32-r0-C,5f39f876-c3ac-4c93-a31a-5ea7e9b5920c,control,L,C,3,c3-n32-r0,,6.15006714103561,5.789157331753969,208,894,False,
6,control-L-c3-n32-r1-A,3d5c868a-d148-4684-8d9c-6a95065ce240,control,L,A,3,c3-n32-r1,,1.8948284833151459,2.0035033749509297,208,944,False,
6,control-L-c3-n32-r1-B,430bcb8a-e045-4f6b-a232-2571316c1c22,control,L,B,3,c3-n32-r1,,1.21028438597054,1.1031823587077627,208,945,False,
6,control-L-c3-n32-r1-C,dcb1d0fb-363a-414a-b3ad-5af016a8ef77,control,L,C,3,c3-n32-r1,,5.892956440656233,5.570933316909056,208,916,False,
6,control-F-c3-n32-r1-A,eb6df938-048b-43e7-844d-fc2797741500,control,F,A,3,c3-n32-r1,,1.1838242493684665,0.8507365049381842,200,992,False,
6,control-F-c3-n32-r1-B,7980dd23-5172-43ae-8452-bc0bafabd69a,control,F,B,3,c3-n32-r1,,1.014609738043147,0.8739740917958518,200,947,True,True
6,control-F-c3-n32-r1-C,1a3a2681-1b7d-4d3a-ab5d-0270b83922fb,control,F,C,3,c3-n32-r1,,6.008829696963435,5.94285005334855,200,874,True,False
6,control-L-c3-n128-r0-A,b058648f-e53a-4c0b-970d-b19d38183f42,control,L,A,3,c3-n128-r0,,1.5882706798904023,1.460174130480461,400,1913,False,
6,control-L-c3-n128-r0-B,0af5653f-f85e-4298-bce5-67581dee8c07,control,L,B,3,c3-n128-r0,,0.9159057172508774,0.7801828648199356,400,1947,False,
6,control-L-c3-n128-r0-C,3eba6507-5fbb-406a-a196-d367bcce6a94,control,L,C,3,c3-n128-r0,,5.671007724925032,5.480725835192171,400,1749,False,
6,control-F-c3-n128-r0-A,9701e770-d2f0-4b23-82c5-3a14b49ecd02,control,F,A,3,c3-n128-r0,,1.6043216082108358,1.2736322100724393,392,1808,False,
6,control-F-c3-n128-r0-B,54145e08-1a69-432e-acdd-9c9dcc995814,control,F,B,3,c3-n128-r0,,0.8193665585387251,0.7028442736720968,392,1950,True,True
6,control-F-c3-n128-r0-C,c04c8a25-a71f-4698-9938-4dd7cbbfd411,control,F,C,3,c3-n128-r0,,5.451434469574835,5.2798089594912225,392,1628,True,False
6,control-F-c3-n128-r1-A,0fec6120-4bc5-4bdc-a4cb-afc06e4780e2,control,F,A,3,c3-n128-r1,,1.3995359351669372,1.3888961371596542,390,1605,False,
6,control-F-c3-n128-r1-B,f1469ac4-b918-415e-86e4-2f43518ff2e0,control,F,B,3,c3-n128-r1,,1.159130854703721,1.1800180782623022,392,1854,True,True
6,control-F-c3-n128-r1-C,7ef98eea-8a1c-4a74-82b5-15aaac96d241,control,F,C,3,c3-n128-r1,,5.871535783734799,5.667224835290579,392,1710,True,True
6,control-L-c3-n128-r1-A,9e587f4a-775d-4b72-9c61-1a5198b3b195,control,L,A,3,c3-n128-r1,,1.409692371722109,1.242942279207512,400,1859,False,
6,control-L-c3-n128-r1-B,b3a53112-6830-4771-87b7-f524c54efd0b,control,L,B,3,c3-n128-r1,,1.189868483334136,1.103735315562271,400,2009,False,
6,control-L-c3-n128-r1-C,24a01643-fc5a-41bf-98b9-e679236c9e4a,control,L,C,3,c3-n128-r1,,5.761584565058937,5.565523799038009,400,1680,False,
8,F-c0-n32-r0,2ebb48fc-25bd-44f2-b246-fc757074ee41,encrypted,F,,0,c0-n32-r0,32,6.421878599922673,,200,965,True,True
8,F-c0-n128-r0,5c24964a-b777-4e55-8b7b-7f3811a1de56,encrypted,F,,0,c0-n128-r0,128,5.587947896983349,,392,1754,True,True
8,F-c1-n32-r0,07c09f07-b57a-4ff1-9189-b4115a7ddf56,encrypted,F,,1,c1-n32-r0,32,5.96706226546176,,200,934,True,True
8,F-c1-n128-r0,86619577-96b5-4881-9316-ac1984b33afc,encrypted,F,,1,c1-n128-r0,128,5.3375366234926895,,392,1743,True,True
8,F-c2-n32-r0,0955c817-980e-479d-9bad-3234f8fe04ff,encrypted,F,,2,c2-n32-r0,32,5.8136566878228875,,200,1014,True,True
8,R-c2-n32-r0,1bc4be9e-5f41-4a60-97e4-65928514ce13,encrypted,R,,2,c2-n32-r0,32,1.4959762822266824,,563,2776,True,True
8,F-c2-n128-r0,09d821ef-474b-49ab-ae90-e7314357e7a1,encrypted,F,,2,c2-n128-r0,128,5.334132011249353,,392,1630,True,True
8,R-c3-n32-r0,1cd9b4a9-6ef0-456e-aaa5-afc6f7e8c6fc,encrypted,R,,3,c3-n32-r0,32,0.46826526312332883,,1783,6372,True,True
8,F-c3-n32-r0,a3eacab9-0b1a-4f6c-a61f-a3d5e84c9ad3,encrypted,F,,3,c3-n32-r0,32,6.200384680320538,,200,820,True,True
8,F-c3-n128-r0,bbdf6362-0e79-4fd4-a294-104828ef080b,encrypted,F,,3,c3-n128-r0,128,5.870166969118323,,392,1722,True,True
8,control-F-c0-n32-r0-B,a53746f8-ec4d-40ed-ac7d-1f734b6e51fd,control,F,B,0,c0-n32-r0,32,1.1626377859558665,,200,888,True,True
8,control-R-c0-n32-r0-B,f9ca41bb-ebfe-47b4-931e-b2e874c4a0de,control,R,B,0,c0-n32-r0,32,0.30955579677058087,,1984,11259,False,
8,control-R-c0-n128-r0-B,463d8616-48aa-48fe-8d6d-0e5b2f74670d,control,R,B,0,c0-n128-r0,128,0.12055079163136803,,1984,7392,False,
8,control-F-c0-n128-r0-B,05bb20f4-2146-4bb3-83b4-127cfa7b3b30,control,F,B,0,c0-n128-r0,128,0.5577058695145061,,392,1492,True,True
8,control-R-c1-n32-r0-B,1cbe87f3-dcd5-4ead-8ec0-045af2c25584,control,R,B,1,c1-n32-r0,32,0.5010192322766363,,1984,8280,False,
8,control-F-c1-n32-r0-B,86ef2334-dd17-4bb5-b337-cfb4086d14f5,control,F,B,1,c1-n32-r0,32,0.9520798493122549,,200,922,True,True
8,control-F-c1-n128-r0-B,07060109-dc28-442d-81f6-dd72f76c6a61,control,F,B,1,c1-n128-r0,128,0.9378955096006425,,392,2054,True,True
8,control-R-c1-n128-r0-B,89369901-4bcd-44c4-b3c5-a2e8322a11f7,control,R,B,1,c1-n128-r0,128,0.3224718560609545,,1984,8251,False,
8,control-F-c2-n32-r0-B,928ee76d-0589-47ae-9d68-216c2ae06dc4,control,F,B,2,c2-n32-r0,32,1.3048684983780208,,200,1160,True,True
8,control-R-c2-n32-r0-B,fc82f9fe-fe14-4ab3-aafb-1b87c41caf48,control,R,B,2,c2-n32-r0,32,0.8011121937761532,,563,2707,False,
8,control-R-c2-n128-r0-B,687f87df-d199-4dae-9686-e4e9a0f59b79,control,R,B,2,c2-n128-r0,128,0.5360010224963705,,1984,10753,False,
8,control-F-c2-n128-r0-B,183d4e5d-8213-407f-80c5-b1cb8583026d,control,F,B,2,c2-n128-r0,128,1.4254681547258734,,392,1949,True,True
8,control-R-c3-n32-r0-B,5805cd4c-bd1d-4261-977f-f42f925a3ee6,control,R,B,3,c3-n32-r0,32,0.6155052205366429,,1783,8364,False,
8,control-F-c3-n32-r0-B,8f3568aa-cafb-4b4c-84bc-6eb9a99000ab,control,F,B,3,c3-n32-r0,32,1.4100495715516832,,200,1015,True,True
8,control-F-c3-n128-r0-B,790cc07f-c016-4ce4-967d-8d12e75cf43e,control,F,B,3,c3-n128-r0,128,1.043560207057373,,392,1718,True,True
8,control-R-c3-n128-r0-B,b7617277-884e-49f1-88ae-eadec10985e7,control,R,B,3,c3-n128-r0,128,0.2784841326607375,,1984,10003,False,
9,R-c0,e7615a99-6bba-42a1-8303-92f1b0365ade,encrypted,R,,0,c0,32,0.9700918021950395,,862,3909,True,True
9,B-fixed-c0,81c2d1d9-1365-4fb7-a307-6253a842310c,control,R,B-fixed,0,c0,32,0.2938477593919544,,862,2457,False,
9,R-c1,a7068080-bac5-4eae-a3aa-75543980fe64,encrypted,R,,1,c1,32,1.113110725801957,,752,3297,True,True
9,B-fixed-c1,71e21623-1fbb-4f73-b902-d0c444adc50c,control,R,B-fixed,1,c1,32,0.6336983685550104,,752,3175,False,
9,B-stop-c1,949b4c88-db26-48a8-8a61-1f4502f910a4,control,R,B-stop,1,c1,32,0.7026720540696247,,1186,5297,False,True
9,B-fixed-c2,9f511502-ac51-4717-a4fd-da5bcd0a22e4,control,R,B-fixed,2,c2,32,0.3469026788202062,,1984,9863,False,
9,R-c3,92d74510-a457-4f1b-bb01-0c78cdc0e187,encrypted,R,,3,c3,32,0.9052343309008019,,905,4489,True,True
9,B-fixed-c3,a1bca511-262e-44d2-8819-c5509cb0b564,control,R,B-fixed,3,c3,32,0.8258571051755719,,905,4128,False,
9,B-stop-c3,8004d2da-cd09-46bb-bd4f-1a662204f6b6,control,R,B-stop,3,c3,32,0.7729726775698748,,1052,4819,False,False
