position,stable_bits,released_bits,pending_underflow,low,high_inclusive,residual_width,residual_information_bits,selected_frequency,selected_information_bits,effective_interval_information_bits,table_entropy_bits
1,1,1,1,1946681344,4150001663,2203320320,0.9629678958764707,8405,2.9629678958764702,2.9629678958764702,3.421786471434915
2,6,5,1,2064332032,3519943551,1455611520,1.5610217718999344,1353,5.598053876023463,5.598053876023463,2.8762827754167892
3,11,5,1,163125248,4058733983,3895608736,0.1407983615551487,5481,3.5797765806513553,3.579776589655217,3.0013778768557544
4,13,2,0,326250496,3926074485,3599823990,0.25472077694819006,30280,1.113922415126906,1.1139224153930412,1.9335707843315886
5,14,1,0,652500992,4004924967,3352423976,0.35744252997389125,30516,1.1027217525887376,1.1027217530257005,2.1742417666368676
6,15,1,0,1305001984,3583091113,2278089130,0.9148229525702263,22267,1.5573804214028826,1.5573804225963346,2.6129744035944205
7,15,0,1,462520320,3079388999,2616868680,0.7148056172969959,37641,0.7999826641195726,0.7999826647267697,2.2888695997588635
8,18,3,0,682291220,3224889639,2542598420,0.7563435263861145,15919,2.0415379089630568,2.041537909089117,2.5738447388059402
9,20,2,0,1429944648,3277146123,1847201476,1.2173059150080903,11903,2.460962388122593,2.4609623886219785,3.3325079790389807
10,20,0,1,712405648,3523570295,2811164648,0.6114791921543343,49868,0.394173276840777,0.39417327714624234,1.1069137023065787
11,20,0,1,712405648,3142920345,2430514698,0.821385287481732,56662,0.20990609499365778,0.20990609532739926,0.6063101547908474
12,22,2,0,1424811296,4094535279,2669723984,0.6859565529767515,35993,0.8645712652080351,0.8645712654950187,2.504076531192661
13,22,0,0,1424811296,3354674332,1929863037,1.154148683418022,47374,0.4681921301539967,0.46819213044126834,1.7551737355889847
14,22,0,1,702138944,2578113287,1875974344,1.195007048457395,31853,1.0408583647256153,1.0408583650393748,1.2809632201011272
15,29,7,0,656138880,2969962687,2313823808,0.892368135069816,1263,5.697361076212448,5.697361086612419,3.0903654413863446
16,29,0,0,656138880,2887558134,2231419255,0.9446855431070027,63202,0.052317407864187655,0.052317408037186826,0.27430692619921376
17,29,0,0,656138880,2866039320,2209900441,0.958665770293397,64904,0.013980226935924123,0.013980227186394476,0.10456101828924352
18,31,2,1,506237872,2401324615,1895086744,1.180383259477825,7025,3.221717490004349,3.221717489184429,1.7269524286970332
19,33,2,0,1012475744,3508452113,2495976370,0.7830428700848877,43158,0.6026596105119512,0.602659610607063,1.6299605705621887
20,34,1,0,468718028,2639062715,2170344688,0.9847229604048664,28493,1.2016800908468857,1.2016800903199778,1.1286309932699947
21,39,5,0,1020451744,2665166079,1644714336,1.3848101163537514,1552,5.400087157812872,5.400087155948885,3.0874849673982276
22,39,0,0,1020451744,2397262552,1376810809,1.6413168172377688,54861,0.25650670074536347,0.2565067008840197,0.8306002557758485
23,39,0,0,1020451744,2394531451,1374079708,1.644181451172905,65406,0.0028646334550583873,0.00286463393513598,0.027375984909214193
24,39,0,0,1020451744,2272085383,1251633640,1.778834806667927,59696,0.13465335518322005,0.1346533554950208,0.6133047991092077
25,40,1,0,2040903488,4135617501,2094714014,1.0358938561452717,54840,0.2570590493334118,0.25705904947734587,0.9168963188212191
26,40,0,1,1934323328,4239991815,2305668488,0.8974620506736386,36068,0.8615681937231521,0.8615681945283649,1.1173021334280024
27,45,5,0,501735440,2489924175,1988188736,1.1111924295728741,3532,4.213730372351534,4.213730378899236,1.3341620312743467
28,45,0,0,501735440,2332716014,1830980575,1.2300306604491205,60354,0.11883823076390329,0.11883823087624562,0.5137217562818847
29,45,0,0,501735440,2328664924,1826929485,1.2332261954660062,65391,0.003195534403982369,0.0031955350168855257,0.03050499885977302
30,45,0,0,501735440,2317848752,1816113313,1.2417929263126801,65148,0.008566730749559787,0.00856673084667626,0.06990138713602695
31,46,1,0,1003470880,4069381409,3065910530,0.4863315494112683,55318,0.24453862307713278,0.2445386230985871,0.9540445809052742
32,46,0,0,1003470880,2881022960,1877552081,1.193794219121962,40134,0.7074626693518705,0.7074626697106939,1.0854809444571343
33,46,0,2,2122296116,4148021707,2025725592,1.0842083883965614,17677,1.890414167687609,1.890414169274598,1.756942595380245
34,46,0,2,2122296116,4115967913,1993671798,1.1072192159012637,64499,0.023010827453026076,0.02301082750470184,0.14319979877168024
35,46,0,2,2122296116,4110857182,1988561067,1.110922279266493,65368,0.0037030633126258566,0.003703063365231394,0.03482713892596835
36,46,0,3,2097108584,3622149463,1525040880,1.49379923016917,25130,1.3828769492319821,1.382876950902675,2.9770388887938535
37,53,7,0,232206864,3719025183,3486818320,0.3007359512892762,9365,2.8069367208695923,2.806936721120109,3.658664106877167
38,55,2,1,1189802608,4168410343,2978607736,0.5280090038260177,6998,3.2272730507601506,3.2272730525367392,2.782698459808262
39,55,0,1,1189802608,3755043073,2565240466,0.743553075407501,56441,0.21554407117128677,0.21554407158148556,0.8879675223608348
40,55,0,2,232121568,3618257769,3386136202,0.34300714147540035,43254,0.5994540654278213,0.5994540660678985,1.0150175991111314
41,62,7,0,1890762016,3489587039,1598825024,1.4256350876334984,967,6.082627920523159,6.082627946158098,2.4980025733444293
42,62,0,0,1890762016,3437598877,1546836862,1.4733260958294032,63405,0.04769100736068871,0.04769100819590592,0.2723578989097563
43,62,0,0,1890762016,3332542558,1441780543,1.5747955609220554,61085,0.10146946434110483,0.10146946509264931,0.4525790617685207
44,62,0,1,1634040384,3988373673,2354333290,0.8673285767869423,53508,0.29253301496493933,0.2925330158648893,1.0303518630157669
45,67,5,1,1315127648,3755679199,2440551552,0.81543991977723,2123,4.948111344094622,4.948111342990286,0.40667262843130597
46,67,0,2,482771648,3905934179,3423162532,0.3273173527768165,45961,0.5118774325764895,0.5118774329995869,0.9725348950488215
47,73,6,3,106653056,3890852351,3784199296,0.18265907536510895,566,6.855341757168118,6.855341722588292,2.7330776363856923
48,73,0,3,106653056,3668198046,3561544991,0.2701439308538589,61680,0.08748485519760336,0.08748485548875148,0.38019698785983913
49,73,0,3,106653056,3474567296,3367914241,0.3507917432564689,61973,0.08064781221261687,0.08064781240260822,0.44493990093646507
50,73,0,3,106653056,3004140554,2897487499,0.5678447091718475,56382,0.21705296590324033,0.21705296591538126,0.8348553261213267
51,81,8,0,492662368,2231437823,1738775456,1.3045755097646285,1229,5.736730799627338,5.736730800592778,1.5589814964712567
52,82,1,2,896167328,4011402599,3115235272,0.4633060219522278,14677,2.158730511085907,2.158730512187601,3.1839590227181307
53,85,3,2,1379382704,4078213847,2698831144,0.6703124305407577,7097,3.207006408997284,3.2070064085885313,1.716809487241839
54,90,5,0,2145142048,4136650135,1991508088,1.1087858071633612,6045,3.438473375863514,3.438473376622602,2.0649343679769334
55,93,3,1,2021527936,4261974527,2240446592,0.9388608102285723,4608,3.830074998557688,3.8300750030652106,3.2567067284097564
56,93,0,2,1895572224,3864988227,1969416004,1.1248792589916157,28804,1.1860184483853229,1.1860184487630436,2.4245657059863324
57,96,3,1,1015214820,4044706491,3029491672,0.5035714063775245,25203,1.378692147538097,1.3786921473859075,1.5004258393125212
58,96,0,1,1015214820,3081903565,2066688746,1.055326018215439,44708,0.551754611689642,0.551754611837914,1.31513450361055
59,102,6,0,1371055840,4034137663,2663081824,0.6895503895397539,2639,4.634224364673732,4.634224371324318,3.005168658191912
60,104,2,0,159619620,3017588839,2857969220,0.5876567671561048,17583,1.8981063772801474,1.8981063776163505,1.0462488620635861
61,107,3,4,500242432,2989801599,2489559168,0.7867568424531974,446,7.199100100079695,7.199100075297093,2.2382743540380274
62,107,0,4,500242432,2684038938,2183796507,0.9758087183364701,57487,0.18905187580198327,0.18905187588327244,0.8435537510103215
63,113,6,0,564504620,3361560875,2797056256,0.6187378755975459,20985,1.6429291572267282,1.6429291572610742,2.3576660302954617
64,113,0,0,564504620,2446209533,1881704914,1.1906067413731094,44089,0.571868865461098,0.5718688657755632,1.3513372627829314
65,116,3,3,552361600,2325647999,1773286400,1.2762215841193054,965,6.085614867844558,6.085614842746198,3.0305332799152014
66,116,0,3,552361600,2305056706,1752695107,1.2930720945117464,64775,0.016850510045180976,0.016850510392438678,0.11334691502648497
67,121,5,1,71366168,2174514711,2103148544,1.030096395742472,9830,2.737024298772057,2.737024301230727,3.1468335383660464
68,123,2,2,817373928,3252220215,2434846288,0.8188164482604634,9484,2.7887200525179923,2.7887200525179923,3.3880446884838133
69,123,0,3,1912079238,3670521541,1758442304,1.288349146335488,23665,1.469532698374274,1.469532698075022,1.7124837671706636
70,127,4,1,772517004,3524376175,2751859172,0.6422405048457662,25640,1.3538913584938965,1.3538913585102796,1.3402023983284974
71,127,0,1,772517004,2869163612,2096646609,1.034563431173087,49932,0.39232292623408493,0.39232292632732063,1.1694809457190312
72,127,0,1,772517004,2337227833,1564710830,1.4567510848123533,48909,0.4221876530103736,0.4221876536392681,1.179813928408746
73,132,5,0,151839536,2754088111,2602248576,0.7228883660358001,6812,3.2661372803214577,3.2661372812234455,3.5197624027749446
74,132,0,0,151839536,2700006956,2548167421,0.7531870766175395,64174,0.03029871046452509,0.030298710581739878,0.1853460119914867
75,132,0,0,151839536,2569519134,2417679599,0.8290240807325304,62180,0.07583700377157356,0.07583700411499032,0.3846669300603521
76,132,0,0,151839536,2264837496,2112997961,1.0233557709115466,57277,0.1943316899724532,0.19433169017901625,0.802070800841206
77,132,0,0,151839536,2188940321,2037100786,1.076129786296388,63182,0.05277401472990857,0.0527740153848429,0.3250089173769268
78,133,1,0,303679072,2957791127,2654112056,0.6944178637672849,42693,0.6182880773765073,0.6182880774708953,1.4415487909249562
79,133,0,3,1021726512,2220807167,1199080656,1.840718441308649,3701,4.14630057969978,4.146300577541362,3.338666156376607
80,137,4,0,2043453024,3512553703,1469100680,1.5477138763554414,40147,0.706995434621474,0.7069954350467947,1.8540944847496332
81,137,0,0,2043453024,3511813951,1468360928,1.5484405150025928,65503,0.0007266376781842033,0.0007266386471520398,0.008157003750998627
82,138,1,1,1780713168,3297828267,1517115100,1.5013166023536613,16928,1.9528760878859743,1.9528760873510669,0.8517596983851359
83,138,0,1,1780713168,3261761596,1481048429,1.5360283297382225,63978,0.034711727015110626,0.03471172738456135,0.19140940000081438
84,138,0,2,1413942688,4008127733,2594185046,0.7273657537699769,57396,0.19133742329253833,0.19133742403175483,0.8118873141899083
85,142,4,1,794800936,2745823167,1951022232,1.138416928387965,6161,3.411051179685319,3.4110511746179877,0.8722986231551004
86,144,2,0,1589601872,3787895687,2198293816,0.9662629214384779,36921,0.8278459917490109,0.8278459930505142,2.2277064979262415
87,144,0,1,1031720096,4111263531,3079543436,0.47993066893882386,45904,0.5136677472313356,0.5136677475003438,1.7390887694669375
88,144,0,1,1031720096,3963479654,2931759559,0.5508803567515344,62391,0.07094968738582529,0.07094968781271138,0.38043195669230684
89,144,0,1,1031720096,2393769705,1362049610,1.6568678943542636,30447,1.1059875367636993,1.10598753760273,2.7461399308801973
90,144,0,1,1031720096,2254916960,1223196865,1.8119905317618574,58855,0.15512263647337315,0.1551226374075935,0.8097972498448487
91,144,0,1,1031720096,2234964606,1203244511,1.835717304029167,64467,0.023726771845437863,0.023726772267310386,0.14865592911592407
92,146,2,0,2063440192,3998883661,1935443470,1.1499829756822386,52708,0.31426567026935104,0.3142656716530693,0.8569764754189327
93,148,2,0,1610019484,3539438315,1929418832,1.1544807930566634,16333,2.0044978150002377,2.004497817374426,3.2388586112040616
94,148,0,0,1610019484,3348221650,1738202167,1.3050512569764123,59041,0.15057046336756882,0.15057046391974904,0.5011301408012135
95,148,0,1,1072555320,4133399479,3060844160,0.4887175527393488,57702,0.18366629568592502,0.18366629576293766,0.5926458206358635
96,148,0,1,1072555320,3986746484,2914191165,0.5595516276533274,62396,0.0708340747786097,0.07083407491397721,0.35077957549441036
97,148,0,1,1072555320,2648155531,1575600212,1.4467456298317742,35433,0.8871940013986466,0.8871940021784478,1.0722515542102151
98,148,0,1,1072555320,2598172730,1525617411,1.493253932502121,63457,0.04650830258971416,0.046508302670345794,0.2532780906252365
99,148,0,1,1072555320,2372156197,1299600878,1.7245785225600976,55827,0.23132458898593358,0.23132459005797806,0.8788354203741167
100,150,2,0,2145110640,3738517769,1593407130,1.4305322103575904,40176,0.7059536867285001,0.7059536877974911,1.256059203878896
101,154,4,1,880885760,2274338975,1393453216,1.6239825800110737,1791,5.193450378014039,5.193450369653482,2.2100176681542
102,156,2,0,1761771520,4197082759,2435311240,0.8185409812174242,57268,0.1945584000932742,0.194558401206351,0.6986608618628395
103,157,1,1,1547430136,3515715743,1968285608,1.1257075679438593,13242,2.30716658499923,2.3071665867264346,2.1330677223292533
104,157,0,1,1547430136,3510279651,1962849516,1.1296975747595894,65355,0.003990006476313711,0.003990006815730938,0.03106275444227738
